	filenr	motherfile	asr_output	manual_transcription	manually_checked	duration	nr_words	wavfile_location	transcription_location
592	98	20150914	i tanke this kind of agreement is primarily for mobility purposes it seek to promote economic ties humanitarian interests are important it also bust i contact sir beti academics and necessarily between peoples more generally moving on	i tanke this kind of agreement is primarily for mobility purposes it seek to promote economic ties humanitarian interests are important it also bust i contact sir beti academics and necessarily between peoples more generally moving on	0	19.55	37	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/20150914/098_20150914.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/20150914/098_20150914.wav.pcm.txt
593	99	20150914	it's really important fo hyour people of moniter the inclemitation of deseagreements sometimes ye one gets impression that we only talk about these when they're draughted and then we don't really hear back about them but i think we do need to hear back from them in my group and we've often voiced this concern	it's really important fo hyour people of moniter the inclemitation of deseagreements sometimes ye one gets impression that we only talk about these when they're draughted and then we don't really hear back about them but i think we do need to hear back from them in my group and we've often voiced this concern	0	24.25	55	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/20150914/099_20150914.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/20150914/099_20150914.wav.pcm.txt
594	100	20150914	one can but regress that the parliament's approval is only something that happens after the agreements have been implementet 'll be provisionally that's not really very satisfactory for european partment and shows a scant respect for powers  i think we need to make some progress on that	one can but regress that the parliament's approval is only something that happens after the agreements have been implementet 'll be provisionally that's not really very satisfactory for european partment and shows a scant respect for powers  i think we need to make some progress on that	0	15.75	48	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/20150914/100_20150914.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/20150914/100_20150914.wav.pcm.txt
595	101	20150914	i'd also like to emphasize the importance of for some sort of reciprocity system suprodly spicg and positive but tis at one point i do have to make	i'd also like to emphasize the importance of for some sort of reciprocity system suprodly spicg and positive but tis at one point i do have to make	0	23.75	28	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/20150914/101_20150914.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/20150914/101_20150914.wav.pcm.txt
596	102	20150914	there re are signs that u a want to bring their standads close europe in unas they are still a fair bit and i bin you for mystic between these countries ord u a and european standards ticgly things like human rihtes women's rihts and se forth so i support theis	there re are signs that u a want to bring their standads close europe in unas they are still a fair bit and i bin you for mystic between these countries ord u a and european standards ticgly things like human rihtes women's rihts and se forth so i support theis	0	16.15	51	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/20150914/102_20150914.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/20150914/102_20150914.wav.pcm.txt
597	103	20150914	but onfeeling a little bit frustrated about the way this has all happened thank ou asces missus agabio would you like to give sam ratomessataadybate	but onfeeling a little bit frustrated about the way this has all happened thank ou asces missus agabio would you like to give sam ratomessataadybate	0	23.15	25	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/20150914/103_20150914.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/20150914/103_20150914.wav.pcm.txt
598	104	20150914	see madam lavesidont matevre le borome think you very much i like to thank the shadow racparters and missus stevens for her comments i'd also like to thank the european commission for a these beginnings of answers because it's important to say that i didn't know that there was a precedent and we have to make sure that	see madam lavesidont matevre le borome think you very much i like to thank the shadow racparters and missus stevens for her comments i'd also like to thank the european commission for a these beginnings of answers because it's important to say that i didn't know that there was a precedent and we have to make sure that	0	23.85	58	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/20150914/104_20150914.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/20150914/104_20150914.wav.pcm.txt
599	105	20150914	this remains the case and i agree with what missus guillom said the european parliament should a get better information we're not here to throw a spanner in the works were not here to be a stumbling book lock on the contrary we want to make sure that everything is done within the dead line we acknowledge the importance of these agreements but we have to respect the treaties and the information that the european parliament is entitled to	this remains the case and i agree with what missus guillom said the european parliament should a get better information we're not here to throw a spanner in the works were not here to be a stumbling book lock on the contrary we want to make sure that everything is done within the dead line we acknowledge the importance of these agreements but we have to respect the treaties and the information that the european parliament is entitled to	0	25.15	79	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/20150914/105_20150914.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/20150914/105_20150914.wav.pcm.txt
600	242	20150915	am in difficult situations wherethe freedom of expression has been e clumped down but i don't think this justifies this kind of law i am very happy that there is a case before the constitutional court and i hope that a and the ruling will find that there are problems with it i think that this los stemps from fear they were difficult times	am in difficult situations wherethe freedom of expression has been e clumped down but i don't think this justifies this kind of law i am very happy that there is a case before the constitutional court and i hope that a and the ruling will find that there are problems with it i think that this los stemps from fear they were difficult times	0	24.45	64	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/20150915/242_20150915.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/20150915/242_20150915.wav.pcm.txt
601	258	20150915	human right's commissioner has denanswers furthermore this is clearly non constitution it's an additional provision in this legislation it has no direct link to the actual legislation so it's counter to legislation the way the parliamentary proceeders carried out was not proper	human right's commissioner has denanswers furthermore this is clearly non constitution it's an additional provision in this legislation it has no direct link to the actual legislation so it's counter to legislation the way the parliamentary proceeders carried out was not proper	0	29.15	42	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/20150915/258_20150915.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/20150915/258_20150915.wav.pcm.txt
602	274	20150915	aand i simply wanted to sae i was listening to you and with one year and the other year can you hear me are you listening to me now so one year i was listening to you yoa now y listening to me vogat so the other year what i was doing is with our secutearyat was to	aand i simply wanted to sae i was listening to you and with one year and the other year can you hear me are you listening to me now so one year i was listening to you yoa now y listening to me vogat so the other year what i was doing is with our secutearyat was to	0	20.95	58	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/20150915/274_20150915.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/20150915/274_20150915.wav.pcm.txt
